Gmt time,Open,High,Low,Close,Volume
01.01.2018 22:00:00.000,312.013,322.102,311.130,320.412,68268.3453
02.01.2018 22:00:00.000,321.002,325.253,315.612,317.163,73229.00200000001
03.01.2018 22:00:00.000,312.872,318.553,305.732,314.652,103180.3475
04.01.2018 22:00:00.000,317.103,317.243,312.062,316.762,76676.40209999999
07.01.2018 22:00:00.000,316.222,337.022,315.783,336.413,98057.45700000001
08.01.2018 22:00:00.000,335.283,338.793,327.512,333.683,93679.7285
09.01.2018 22:00:00.000,331.863,336.992,330.202,334.802,63836.7296
10.01.2018 22:00:00.000,335.363,344.833,333.382,337.993,176333.4789
11.01.2018 22:00:00.000,339.303,340.462,333.715,336.212,167546.5261
15.01.2018 22:00:00.000,337.732,345.012,335.012,340.092,190689.26239999998
16.01.2018 22:00:00.000,341.193,349.003,339.913,347.123,37155.5339
17.01.2018 22:00:00.000,345.843,352.303,343.798,344.553,29452.6609
18.01.2018 22:00:00.000,345.662,350.603,342.843,350.003,55014.1089
21.01.2018 22:00:00.000,349.452,357.893,349.342,351.603,60164.7837
22.01.2018 22:00:00.000,360.003,360.513,351.202,352.893,75673.3327
23.01.2018 22:00:00.000,354.843,354.852,343.593,345.903,87568.0256
24.01.2018 22:00:00.000,348.333,349.222,336.502,337.552,80316.4768
25.01.2018 22:00:00.000,341.793,343.612,335.893,342.792,75741.4519
28.01.2018 22:00:00.000,339.953,350.883,339.483,349.372,75072.4964
29.01.2018 22:00:00.000,345.502,348.262,342.302,345.822,75105.0825
30.01.2018 22:00:00.000,348.123,356.203,345.552,354.463,85320.6772
31.01.2018 22:00:00.000,351.003,359.643,348.722,349.322,72550.17749999999
01.02.2018 22:00:00.000,348.502,351.903,340.622,343.823,74813.9696
04.02.2018 22:00:00.000,338.002,344.473,333.042,333.262,67430.9396
05.02.2018 22:00:00.000,326.062,336.252,324.002,333.973,74055.3569
06.02.2018 22:00:00.000,339.002,346.003,336.002,345.003,78863.947
07.02.2018 22:00:00.000,343.992,348.693,314.742,314.942,101860.49650000001
08.02.2018 22:00:00.000,319.992,321.003,294.852,310.373,132210.1898
11.02.2018 22:00:00.000,316.332,318.063,306.623,315.712,87858.91999999998
12.02.2018 22:00:00.000,315.503,324.203,313.002,323.652,68110.8842
13.02.2018 22:00:00.000,321.452,326.182,319.603,322.312,65271.470199999996
14.02.2018 22:00:00.000,324.503,334.102,322.512,334.072,76632.29509999999
15.02.2018 22:00:00.000,332.652,343.173,331.773,335.502,81447.133
19.02.2018 22:00:00.000,334.483,340.883,331.642,335.173,77320.5128
20.02.2018 22:00:00.000,336.503,339.703,333.232,333.332,29169.6029
21.02.2018 22:00:00.000,335.902,347.453,335.032,346.473,45954.41910000001
22.02.2018 22:00:00.000,348.502,354.993,347.338,352.052,44255.2814
25.02.2018 22:00:00.000,353.743,359.003,352.653,357.502,31363.478900000002
26.02.2018 22:00:00.000,356.272,359.993,350.192,351.062,39648.9896
27.02.2018 22:00:00.000,352.803,355.233,342.393,343.132,41780.988600000004
28.02.2018 22:00:00.000,345.513,348.923,330.133,331.013,57545.89170000001
01.03.2018 22:00:00.000,326.672,335.163,323.113,335.013,40622.538100000005
04.03.2018 22:00:00.000,333.402,337.803,329.493,333.352,28306.262099999996
05.03.2018 22:00:00.000,333.952,336.393,327.333,328.332,30565.1137
06.03.2018 22:00:00.000,325.502,332.483,321.792,332.412,29727.465900000003
07.03.2018 22:00:00.000,333.233,333.352,326.402,329.093,34227.408800000005
08.03.2018 22:00:00.000,324.633,328.493,322.460,327.172,34317.811100000006
11.03.2018 21:00:00.000,329.003,347.213,326.623,345.483,49238.924499999994
12.03.2018 21:00:00.000,345.513,345.513,336.402,341.923,38549.9739
13.03.2018 21:00:00.000,337.543,339.903,324.073,326.655,47602.1076
14.03.2018 21:00:00.000,329.383,332.852,321.143,325.623,35992.9131
15.03.2018 21:00:00.000,326.413,327.502,319.143,321.362,32202.2682
18.03.2018 21:00:00.000,316.502,320.742,309.742,313.642,46964.218700000005
19.03.2018 21:00:00.000,314.872,316.453,308.873,310.563,34991.1898
20.03.2018 21:00:00.000,310.302,322.443,310.252,316.503,44303.236
21.03.2018 21:00:00.000,313.503,318.823,308.352,309.103,38072.741
22.03.2018 21:00:00.000,311.402,311.623,300.502,301.733,47188.3973
25.03.2018 21:00:00.000,307.493,307.593,291.482,304.322,55212.8542
26.03.2018 21:00:00.000,304.502,304.502,277.353,279.223,75851.246
27.03.2018 21:00:00.000,265.202,268.683,252.282,257.793,94037.96200000001
28.03.2018 21:00:00.000,256.753,270.953,248.362,266.193,77067.9026
01.04.2018 21:00:00.000,256.293,260.233,244.642,252.523,69462.3604
02.04.2018 21:00:00.000,269.802,273.363,254.673,267.533,84131.4316
03.04.2018 21:00:00.000,253.133,288.373,252.160,287.033,90103.5213
04.04.2018 21:00:00.000,289.502,306.163,289.452,305.713,85341.7312
05.04.2018 21:00:00.000,301.102,309.193,295.583,299.663,68923.707
08.04.2018 21:00:00.000,300.872,309.503,289.283,289.763,50926.15210000001
09.04.2018 21:00:00.000,298.972,307.103,293.952,304.713,62622.4736
10.04.2018 21:00:00.000,300.803,308.983,299.893,300.982,39367.3667
11.04.2018 21:00:00.000,302.802,303.963,293.773,294.083,41912.0989
12.04.2018 21:00:00.000,303.643,303.953,296.083,300.302,42576.687099999996
15.04.2018 21:00:00.000,299.683,299.683,289.162,291.262,39870.0666
16.04.2018 21:00:00.000,288.253,292.182,282.592,287.693,39890.3764
17.04.2018 21:00:00.000,291.503,300.153,288.412,293.393,36610.0847
18.04.2018 21:00:00.000,291.493,301.043,288.732,300.273,40280.3807
19.04.2018 21:00:00.000,295.193,299.973,289.823,290.253,37095.5806
22.04.2018 21:00:00.000,291.702,291.703,282.442,283.442,34676.4243
23.04.2018 21:00:00.000,285.853,287.152,278.632,283.482,37486.9112
24.04.2018 21:00:00.000,283.902,285.283,277.453,280.713,37823.2031
25.04.2018 21:00:00.000,279.332,285.813,276.713,285.462,35825.2105
26.04.2018 21:00:00.000,285.512,294.483,283.992,294.163,39280.129
29.04.2018 21:00:00.000,294.003,298.753,292.612,294.023,30174.118200000004
30.04.2018 21:00:00.000,293.522,300.843,293.452,299.703,29821.3859
01.05.2018 21:00:00.000,298.813,306.872,298.082,301.242,50144.497500000005
02.05.2018 21:00:00.000,278.813,286.013,275.383,284.462,89867.2963
03.05.2018 21:00:00.000,283.262,296.912,280.013,294.012,56953.7124
06.05.2018 21:00:00.000,298.013,305.983,295.412,302.782,42656.4647
07.05.2018 21:00:00.000,301.012,307.783,299.202,302.012,30641.4287
08.05.2018 21:00:00.000,300.813,307.023,300.083,306.852,30563.929500000002
09.05.2018 21:00:00.000,308.003,312.993,304.252,304.983,32229.307599999996
10.05.2018 21:00:00.000,307.652,308.893,299.162,301.112,33222.6194
13.05.2018 21:00:00.000,303.712,304.953,291.712,291.972,36447.868200000004
14.05.2018 21:00:00.000,285.813,286.992,280.692,284.263,44136.762200000005
15.05.2018 21:00:00.000,284.012,288.893,281.802,286.573,35526.0772
16.05.2018 21:00:00.000,286.213,289.213,284.033,284.552,25406.783600000002
17.05.2018 21:00:00.000,285.403,285.403,274.062,276.903,36387.834500000004
20.05.2018 21:00:00.000,281.342,291.513,281.342,284.503,44777.956
21.05.2018 21:00:00.000,287.893,288.013,273.522,275.052,34720.1571
22.05.2018 21:00:00.000,277.783,279.923,274.112,279.102,32803.9395
23.05.2018 21:00:00.000,278.543,281.163,275.075,277.863,22054.719
24.05.2018 21:00:00.000,277.752,279.673,275.953,278.942,30449.8738
28.05.2018 21:00:00.000,279.273,286.523,276.623,283.693,28590.1898
29.05.2018 21:00:00.000,283.623,295.073,281.673,291.823,40564.5049
30.05.2018 21:00:00.000,287.512,290.402,283.072,284.852,46454.981
31.05.2018 21:00:00.000,286.123,291.963,283.992,291.832,42403.9206
03.06.2018 21:00:00.000,294.372,299.013,293.830,296.813,32387.243
04.06.2018 21:00:00.000,297.762,297.852,286.803,291.152,50790.7339
05.06.2018 21:00:00.000,300.712,322.163,298.012,319.453,86341.321
06.06.2018 21:00:00.000,316.113,330.013,313.833,316.042,73487.1659
07.06.2018 21:00:00.000,319.012,324.442,317.202,317.832,48734.2724
10.06.2018 21:00:00.000,323.003,334.683,322.823,332.102,55496.1423
11.06.2018 21:00:00.000,345.005,355.002,338.163,342.762,101230.893
12.06.2018 21:00:00.000,346.193,347.213,339.932,344.922,50288.9623
13.06.2018 21:00:00.000,347.863,358.763,346.712,357.692,53906.7378
14.06.2018 21:00:00.000,354.952,364.813,351.372,357.978,56586.13219999999
17.06.2018 21:00:00.000,355.883,373.713,354.642,370.862,58534.37700000001
18.06.2018 21:00:00.000,365.443,370.013,346.732,352.682,65479.8002
19.06.2018 21:00:00.000,358.632,364.443,352.202,362.212,49855.908899999995
20.06.2018 21:00:00.000,362.392,366.373,346.322,347.523,50744.836299999995
21.06.2018 21:00:00.000,351.553,352.272,332.052,333.632,60562.032699999996
24.06.2018 21:00:00.000,330.290,338.592,327.693,333.232,58020.205500000004
25.06.2018 21:00:00.000,336.213,343.563,326.033,342.042,50757.5358
26.06.2018 21:00:00.000,344.863,350.802,340.012,343.272,61209.2871
27.06.2018 21:00:00.000,348.712,357.013,346.513,350.003,56580.407999999996
28.06.2018 21:00:00.000,354.003,354.003,342.572,342.892,46049.1319
01.07.2018 21:00:00.000,360.512,364.813,330.012,335.143,88210.83919999999
02.07.2018 21:00:00.000,331.932,332.572,309.792,310.972,54453.2929
04.07.2018 21:00:00.000,314.012,314.413,296.442,309.182,87436.986
05.07.2018 21:00:00.000,305.563,312.103,302.172,308.923,56282.68149999999
08.07.2018 21:00:00.000,311.892,318.542,308.222,318.532,48905.3664
09.07.2018 21:00:00.000,325.012,327.693,319.243,322.512,50305.0891
10.07.2018 21:00:00.000,316.112,321.953,315.273,318.973,34067.5639
11.07.2018 21:00:00.000,321.912,323.243,312.822,316.842,51744.4749
12.07.2018 21:00:00.000,315.613,319.643,309.503,318.942,40959.011999999995
15.07.2018 21:00:00.000,311.813,315.183,306.393,310.203,44669.148400000005
16.07.2018 21:00:00.000,309.012,324.763,308.902,322.803,44647.162
17.07.2018 21:00:00.000,325.412,325.593,316.373,324.123,36001.51870000001
18.07.2018 21:00:00.000,316.483,323.652,314.192,320.352,37297.6465
19.07.2018 21:00:00.000,321.602,323.313,311.763,313.643,36802.7378
22.07.2018 21:00:00.000,301.932,305.453,293.023,303.213,63696.561799999996
23.07.2018 21:00:00.000,305.113,307.693,292.663,297.502,58574.8246
24.07.2018 21:00:00.000,296.762,309.653,294.812,308.902,47275.8866
25.07.2018 21:00:00.000,305.702,310.713,303.772,306.362,42129.2877
26.07.2018 21:00:00.000,307.313,307.793,295.413,297.333,51491.21380000001
29.07.2018 21:00:00.000,296.042,296.203,286.202,290.172,50214.4438
30.07.2018 21:00:00.000,292.462,298.353,289.213,298.152,38761.2038
31.07.2018 21:00:00.000,298.032,303.013,293.163,301.503,49172.062399999995
01.08.2018 21:00:00.000,328.762,350.003,323.333,349.462,109379.55
02.08.2018 21:00:00.000,348.003,355.013,342.752,348.333,89268.47439999999
05.08.2018 21:00:00.000,346.553,355.003,341.942,342.013,58254.4188
06.08.2018 21:00:00.000,344.673,387.473,339.493,379.603,99922.6951
07.08.2018 21:00:00.000,369.203,382.713,367.413,370.393,101909.02999999998
08.08.2018 21:00:00.000,366.012,367.072,345.922,352.492,87866.5095
09.08.2018 21:00:00.000,354.413,360.013,346.223,354.712,64187.9573
12.08.2018 21:00:00.000,362.012,363.223,349.155,356.373,49050.8047
13.08.2018 21:00:00.000,358.263,359.213,347.562,347.652,43856.2117
14.08.2018 21:00:00.000,342.763,344.513,332.320,338.762,61985.7402
15.08.2018 21:00:00.000,341.152,342.343,333.862,335.463,44709.23820000001
16.08.2018 21:00:00.000,323.312,326.803,303.632,305.553,97715.32930000001
19.08.2018 21:00:00.000,292.502,308.513,288.312,308.433,79600.2979
20.08.2018 21:00:00.000,310.713,324.813,309.092,321.903,64710.93459999999
21.08.2018 21:00:00.000,320.962,323.893,314.762,321.662,37913.888300000006
22.08.2018 21:00:00.000,319.483,327.342,318.543,320.193,35994.149900000004
23.08.2018 21:00:00.000,321.013,323.863,319.653,322.873,27560.979
26.08.2018 21:00:00.000,318.483,322.503,308.923,319.552,65444.5381
27.08.2018 21:00:00.000,319.283,319.283,311.332,312.033,46969.417199999996
28.08.2018 21:00:00.000,310.732,311.863,303.792,305.023,43435.7138
29.08.2018 21:00:00.000,302.783,304.613,297.763,303.173,48418.073300000004
30.08.2018 21:00:00.000,302.213,305.362,298.662,301.762,37622.3097
03.09.2018 21:00:00.000,295.773,297.513,288.052,289.013,44577.3658
04.09.2018 21:00:00.000,285.233,286.793,277.272,280.713,5272.289
05.09.2018 21:00:00.000,284.902,291.122,278.982,281.112,43160.722
06.09.2018 21:00:00.000,260.763,268.363,252.273,263.253,104301.87700000001
09.09.2018 21:00:00.000,273.273,286.082,271.022,285.462,9569.702900000002
10.09.2018 21:00:00.000,279.442,282.013,273.650,279.473,5525.158
11.09.2018 21:00:00.000,281.502,292.513,278.912,290.572,5748.421
12.09.2018 21:00:00.000,288.363,295.013,285.223,289.442,4808.478999999999
13.09.2018 21:00:00.000,288.902,297.213,286.605,295.213,6893.402
16.09.2018 21:00:00.000,291.213,300.873,288.292,294.883,5684.397999999999
17.09.2018 21:00:00.000,296.602,302.662,275.603,284.983,7701.943
18.09.2018 21:00:00.000,281.082,300.022,280.962,299.052,6845.1419000000005
19.09.2018 21:00:00.000,303.583,305.932,293.452,298.442,4626.347000000001
20.09.2018 21:00:00.000,298.012,300.593,295.478,299.042,6710.174
23.09.2018 21:00:00.000,298.692,303.013,293.812,299.615,4064.296
24.09.2018 21:00:00.000,300.813,304.613,296.563,301.033,5934.433
25.09.2018 21:00:00.000,301.922,313.963,301.282,309.633,7834.7300000000005
26.09.2018 21:00:00.000,313.703,314.983,306.963,307.542,4959.231
27.09.2018 21:00:00.000,270.513,278.062,260.573,264.643,12553.685099999999
30.09.2018 21:00:00.000,305.813,311.473,301.073,310.372,11466.3079
01.10.2018 21:00:00.000,314.013,316.762,299.302,301.002,8754.839
02.10.2018 21:00:00.000,303.463,304.612,291.658,295.043,8096.294
03.10.2018 21:00:00.000,293.963,294.013,277.763,281.952,32849.6271
04.10.2018 21:00:00.000,274.662,274.952,260.043,262.003,49784.3351
07.10.2018 21:00:00.000,264.533,267.812,249.092,250.582,71295.0687
08.10.2018 21:00:00.000,255.163,266.863,253.402,262.833,248454.5784
09.10.2018 21:00:00.000,264.803,265.373,248.023,256.853,106463.89299999998
10.10.2018 21:00:00.000,257.612,262.263,249.080,252.422,63094.340299999996
11.10.2018 21:00:00.000,261.462,262.003,252.143,259.153,63217.4831
14.10.2018 21:00:00.000,259.173,263.193,254.612,259.652,43222.1245
15.10.2018 21:00:00.000,265.013,277.413,262.603,276.623,56744.6758
16.10.2018 21:00:00.000,282.522,282.752,265.963,271.813,64697.9708
17.10.2018 21:00:00.000,269.413,270.753,263.092,263.962,43134.2398
18.10.2018 21:00:00.000,267.722,269.673,253.580,260.073,57347.708699999996
21.10.2018 21:00:00.000,260.622,261.893,252.763,260.973,35791.3203
22.10.2018 21:00:00.000,264.023,294.623,262.572,294.423,90023.1839
23.10.2018 21:00:00.000,301.512,304.373,286.002,288.933,72041.7619
24.10.2018 21:00:00.000,317.563,321.003,301.133,314.892,81640.4223
25.10.2018 21:00:00.000,308.713,339.942,306.815,330.653,113145.1996
28.10.2018 21:00:00.000,337.222,347.182,326.683,337.082,76144.60669999999
29.10.2018 21:00:00.000,327.813,337.913,322.472,329.912,56217.56569999999
30.10.2018 21:00:00.000,332.512,342.013,329.232,337.493,63096.047399999996
31.10.2018 21:00:00.000,338.543,347.883,335.152,344.223,65576.85530000001
01.11.2018 21:00:00.000,343.663,349.243,341.012,346.463,66942.9053
04.11.2018 22:00:00.000,340.892,343.993,330.233,341.432,59172.4253
05.11.2018 22:00:00.000,339.522,348.803,336.513,341.242,24187.538000000004
06.11.2018 22:00:00.000,343.142,351.193,341.052,348.103,4663.952
07.11.2018 22:00:00.000,349.262,357.613,348.482,351.453,10953.238099999999
08.11.2018 22:00:00.000,349.243,354.013,345.402,350.703,28938.2214
11.11.2018 22:00:00.000,348.413,349.913,330.433,331.292,24803.2527
12.11.2018 22:00:00.000,333.263,344.713,332.782,338.742,52371.05980000001
13.11.2018 22:00:00.000,343.163,347.123,337.462,344.213,71909.4954
14.11.2018 22:00:00.000,342.882,348.613,339.213,348.452,55284.514
15.11.2018 22:00:00.000,345.762,355.722,345.483,354.603,9846.162
18.11.2018 22:00:00.000,356.662,366.762,352.892,353.692,10502.7552
19.11.2018 22:00:00.000,342.372,349.813,333.773,347.743,7932.232900000001
20.11.2018 22:00:00.000,352.452,353.122,337.533,338.293,7808.345
